timestamp,game id,round,entrant1 weapon,entrant1 damage,entrant2 weapon,entrant2 damage,winner
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,15,Club,1,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,16,Club,3,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,17,Club,2,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,18,Club,2,Dagger,1,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,19,Club,7,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,20,Club,2,Dagger,2,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,21,Club,6,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,22,Club,0,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,23,Club,1,Dagger,2,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,24,Club,6,Dagger,3,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,25,Club,0,Dagger,1,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,26,Club,3,Dagger,7,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,27,Club,0,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,28,Club,4,Dagger,0,Charlie
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,29,Club,0,Dagger,4,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,30,Club,5,Dagger,7,Raymond
2026-04-19 08:41:53,d38f144d-1b95-4d3c-a83b-6d921319847d,31,Club,5,Dagger,0,Charlie
